item_id	level	deck_id	source_position	kanji	onyomi	kunyomi	hanviet	meaning	examples	memo	related_words	tags	status
N4-KANJI-0224	N4	n4_kanji_core	224	植	ショク	う.える, う.わる	THỰC	trồng	植える（trồng, trồng trọt）; 植物（thực vật）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	植える|うえる|trồng, trồng trọt\n植物|しょくぶつ|thực vật	kanji,n4,image-15-28	ready
N4-KANJI-0225	N4	n4_kanji_core	225	着	ジャク, チャク	き.せる, き.る, つ.く, つ.ける	TRỨ	mặc, đến	着る（mặc）; 着く（đến, tới）; 着物（kimono）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	着る|きる|mặc\n着く|つく|đến, tới\n着物|きもの|kimono	kanji,n4,image-15-28	ready
N4-KANJI-0226	N4	n4_kanji_core	226	忙	ボウ, モウ	いそが.しい, うれえるさま, おそ.れる, せわ.しい	MANG	bận	忙しい（bận rộn）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	忙しい|いそがしい|bận rộn	kanji,n4,image-15-28	ready
N4-KANJI-0227	N4	n4_kanji_core	227	怖	フ, ホ	お.じる, おそ.れる, こわ.い, こわ.がる	BỐ	đáng sợ	怖い（sợ）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	怖い|こわい|sợ	kanji,n4,image-15-28	ready
N4-KANJI-0228	N4	n4_kanji_core	228	飾	ショク	かざ.り, かざ.る	SỨC	trang trí	飾る（trang trí）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	飾る|かざる|trang trí	kanji,n4,image-15-28	ready
N4-KANJI-0229	N4	n4_kanji_core	229	必	ヒツ	かなら.ず	TẤT	chắc chắn, cần	必ず（nhất định）; 必要（cần thiết）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	必ず|かならず|nhất định\n必要|ひつよう|cần thiết	kanji,n4,image-15-28	ready
N4-KANJI-0230	N4	n4_kanji_core	230	引	イン	ひ.く, ひ.ける	DẪN	kéo	風邪を引く（bị cúm）; 引き出し（ngăn kéo）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	風邪を引く|かぜをひく|bị cúm\n引き出し|ひきだし|ngăn kéo	kanji,n4,image-15-28	ready
N4-KANJI-0231	N4	n4_kanji_core	231	発	ハツ, ホツ	あば.く, おこ.る, た.つ, つか.わす, はな.つ	PHÁT	phát, khởi hành	発表（phát biểu）; 発見（phát hiện）; 出発（xuất phát）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	発表|はっぴょう|phát biểu\n発見|はっけん|phát hiện\n出発|しゅっぱつ|xuất phát	kanji,n4,image-15-28	ready
N4-KANJI-0232	N4	n4_kanji_core	232	両	リョウ	てる, ふたつ	LƯỠNG	cả hai	両方（cả hai）; 両親（bố mẹ）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	両方|りょうほう|cả hai\n両親|りょうしん|bố mẹ	kanji,n4,image-15-28	ready
N4-KANJI-0233	N4	n4_kanji_core	233	船	セン	ふな-, ふね	THUYỀN	thuyền	船（thuyền）; 船便（gửi bằng đường biển）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	船|ふね|thuyền\n船便|ふなびん|gửi bằng đường biển	kanji,n4,image-15-28	ready
N4-KANJI-0234	N4	n4_kanji_core	234	変	ヘン	か.える, か.わり, か.わる	BIẾN	thay đổi, lạ	変な（kì lạ, kì cục）; 変える（làm thay đổi）; 変わる（biến đổi, thay đổi）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	変な|へんな|kì lạ, kì cục\n変える|かえる|làm thay đổi\n変わる|かわる|biến đổi, thay đổi	kanji,n4,image-15-28	ready
N4-KANJI-0235	N4	n4_kanji_core	235	業	ギョウ, ゴウ	わざ	NGHIỆP	nghiệp, công việc	営業（kinh doanh）; 卒業（tốt nghiệp）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	営業|えいぎょう|kinh doanh\n卒業|そつぎょう|tốt nghiệp	kanji,n4,image-15-28	ready
N4-KANJI-0236	N4	n4_kanji_core	236	束	ソク	たば, たば.ねる, つか, つか.ねる	THÚC	bó, ràng buộc	約束（lời hứa）; 花束（bó hoa）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	約束|やくそく|lời hứa\n花束|はなたば|bó hoa	kanji,n4,image-15-28	ready
N4-KANJI-0237	N4	n4_kanji_core	237	建	ケン, コン	-だ.て, た.つ, た.て, た.てる	KIẾN	xây	建てる（xây dựng）; 建物（tòa nhà）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	建てる|たてる|xây dựng\n建物|たてもの|tòa nhà	kanji,n4,image-15-28	ready
N4-KANJI-0238	N4	n4_kanji_core	238	筆	ヒツ	ふで	BÚT	bút lông	鉛筆（bút chì）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	鉛筆|えんぴつ|bút chì	kanji,n4,image-15-28	ready
N4-KANJI-0239	N4	n4_kanji_core	239	化	カ, ケ	け.する, ば.かす, ば.ける, ふ.ける	HÓA	hóa, biến đổi	文化（văn hóa）; 化粧（trang điểm）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	文化|ぶんか|văn hóa\n化粧|けしょう|trang điểm	kanji,n4,image-15-28	ready
N4-KANJI-0240	N4	n4_kanji_core	240	比	ヒ	くら.べる	TỈ	so sánh	比べる（so sánh）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	比べる|くらべる|so sánh	kanji,n4,image-15-28	ready
N4-KANJI-0241	N4	n4_kanji_core	241	北	ホク	きた	BẮC	bắc	北（phía Bắc）; 部部（miền Bắc）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	北|きた|phía Bắc\n北部|ほくぶ|miền Bắc	kanji,n4,image-15-28	ready
N4-KANJI-0242	N4	n4_kanji_core	242	背	ハイ	せ, せい, そむ.く, そむ.ける	BỐI	lưng, chiều cao	背中（lưng）; 背が高い（cao）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	背中|せなか|lưng\n背が高い|せがたかい|cao	kanji,n4,image-15-28	ready
N4-KANJI-0243	N4	n4_kanji_core	243	通	ツ, ツウ	-とお.り, -どお.し, -どお.り, かよ.う, とお.し, とお.す, とお.り, とお.る	THÔNG	thông qua, đi lại	通る（đi qua, thông qua）; 普通（thông thường, phổ thông）; 交通（giao thông）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	通る|とおる|đi qua, thông qua\n普通|ふつう|thông thường, phổ thông\n交通|こうつう|giao thông	kanji,n4,image-15-28	ready
N4-KANJI-0244	N4	n4_kanji_core	244	踊	ヨウ	おど.る	DŨNG	nhảy múa	踊る（nhảy múa）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	踊る|おどる|nhảy múa	kanji,n4,image-15-28	ready
N4-KANJI-0245	N4	n4_kanji_core	245	袋	タイ, ダイ	ふくろ	ĐẠI	túi	袋（cái túi）; 手袋（găng tay）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	袋|ふくろ|cái túi\n手袋|てぶくろ|găng tay	kanji,n4,image-15-28	ready
N4-KANJI-0246	N4	n4_kanji_core	246	表	ヒョウ	-おもて, あら.わす, あらわ.す, あらわ.れる, おもて	BIỂU	bảng, bề mặt	表（bảng, biểu đồ）; 表（mặt trước）; 表示（hiển thị）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	表|ひょう|bảng, biểu đồ\n表|おもて|mặt trước\n表示|ひょうじ|hiển thị	kanji,n4,image-15-28	ready
N4-KANJI-0247	N4	n4_kanji_core	247	困	コン	こま.る	KHỐN	khốn, gặp khó	困る（khốn đốn, khó khăn）; 困難（khó khăn）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	困る|こまる|khốn đốn, khó khăn\n困難|こんなん|khó khăn	kanji,n4,image-15-28	ready
N4-KANJI-0248	N4	n4_kanji_core	248	団	ダン, トン	---	ĐOÀN	nhóm, đoàn	布団（chăn đệm）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	布団|ふとん|chăn đệm	kanji,n4,image-15-28	ready
